dataset_doi	dataset_key	dataset_title	dataset_citation	number_records
10.15468/sr4ryj	be16c287-4090-43ff-b255-d621438bc7f8	Activités du CEN Nouvelle-Aquitaine anciennement CEN Limousin-Regroupement de données du CEN Nouvelle-Aquitaine (ex CEN Limousin)		20
10.15468/9ll2gz	e1beb83c-9b83-4d17-ac5e-d24e09507ec5	BoBO - Botanic Garden and Botanical Museum Berlin Observations	Droege, G., Güntsch, A., Holetschek, J., Kusber, W.-H. (eds.) 2003 - (continuously updated): BoBO - Botanic Garden and Botanical Museum Berlin-Dahlem Observations	20
10.15468/yehypm	f1b86758-a0e4-4ac2-b836-b2fb1c677bfc	2019_Amis des Marais du Vigueirat_4		20
10.15468/5tte5f	f2413006-a687-45ad-822f-2cd5ec6aa893	Observations aléatoires des espaces protégés de la LPO France et de l'OFB - Observations aléatoires | RNN Lilleau-des-Niges		20
10.15468/yndnm9	040d0116-7d19-45bc-8fe5-3f24b5965748	Atlas des oiseaux nicheurs de France réalisés par carte IGN50 - Oiseaux nicheurs de France métropolitaine 1970-1975 - nidification certaine		19
10.15468/kbzt44	27896d98-daa3-4132-b93a-0e6eb9d2d2f9	2011_A ROCHA_1		19
10.15468/oqojam	5492d04f-683d-4512-b77a-6d57f989810c	SILENE-FAUNE-PACA - ONF_2017_12_18		19
10.15468/ppgk6n	6422490b-4b7c-4571-bda8-822a43ce9a5f	2022_Amis des Marais du Vigueirat_2		19
10.15468/hv2af7	78aec2ce-e97b-49e6-8432-68ef6f478cbc	Observations aléatoires des espaces protégés de la LPO France et de l'OFB - Observations aléatoires | RNN Sept-Iles		19
10.15468/yf9rqu	7e6df30d-d8af-438d-bb01-5a528f6f4fa3	Programme CarNET B (Cartographie Nationale des Enjeux Territorialisés de Biodiversité Remarquable) - Carnet B Centre - lot 2012		19
10.15468/ek8q2b	9d1d1bb1-39a9-4794-9516-fa50debf0c15	Project OPKK Monitoring Birds - bird observations collected for the development of monitoring programs during 2022-2023	Dumbović Mazal V (2024). Project OPKK Monitoring Birds - bird observations collected for the development of monitoring programs during 2022-2023. Version 1.1. Ministry of Economy and Sustainable Development, Institute for Environment and Nature. Occurrence dataset. https://ipt.biodiversity.be/resource?r=opkk-monitoring-occurrences&v=1.1	19
10.15468/epabsx	ad9a46cf-9da5-4efb-ad53-f6e2ff7e1e7a	BD de la plateforme partagée pour la diffusion des données naturalistes de Haute-Normandie-Enregistrement de la faune sauvage hébergée au centre de sauvegarde du CHENE en Haute-Normandie		19
10.15468/psbf42	af839f2a-d8c0-42e8-9f37-f435098205e5	Visiolittoral : Base de données de la communauté de travail du Conservatoire du littoral-Tournée de surveillance Garde du littoral / suivi aléatoire		19
10.15468/6n2h3u	b346c1ab-d671-4510-8df6-db1267697ae1	Chronicle of Nature - Phenology of Birds of Bryansk Forest Nature Reserve		19
10.15468/k8mdnv	b89dcfd3-e410-4b40-907c-2348cd748060	Aves (Luomus)		19
10.15468/ukdwsc	dbdb2244-1af7-4e52-9619-47abed5fe953	Evaluation des MAEC-Inventaire Oiseaux sur les prairies en MAEC		19
10.15468/8vcpe7	dc6ce1ee-6473-4b31-a4c1-c0f3e356bc7f	2012_ONF_2		19
10.15468/nqwnuc	0328b650-3e7b-453c-a37e-3c048128e51b	2022_Parc Naturel Régional de Camargue_1		18
10.15468/wxy2dc	17dc1464-d479-4f2f-96a8-0505fc552f57	Inventaire dans le cadre des missions Natura 2000-Données Faune		18
10.15468/2emxb3	239ac5bb-94ff-4d64-a310-ae0ab49a6d06	Records of birds (Aves) in Donetsk and Kharkiv regions (Ukraine) during 1999-2009	Vysochyn M (2025). Records of birds (Aves) in Donetsk and Kharkiv regions (Ukraine) during 1999-2009. Version 1.0. Ukrainian Nature Conservation Group (NGO). Occurrence dataset. https://ukraine.ipt.gbif.no/resource?r=donetskregionbirds1999_2009vysochyn1&v=1.0	18
10.15468/qw27g2	3ab82e1a-075a-41ba-b2a8-93dd0218273b	CA des structures-Observations opportunistes de la structure : Département 77		18
10.15468/8tmcvf	5bf21fba-4001-4e57-ac64-0e4b2794f3d9	2020_Réserve Naturelle de Camargue_4		18
10.15468/8fzv2j	956bc674-6022-4c52-833e-c5fb39dc837a	Löydös Open Finnish Observation Database		18
10.15468/jrukzc	a9ae6059-a6c4-4714-b566-b3da68cc0390	Materials on the fauna of existing and promising protected areas of Sumy region (Ukraine)	Parkhomenko V (2025). Materials on the fauna of existing and promising protected areas of Sumy region (Ukraine). Version 1.0. Ukrainian Nature Conservation Group (NGO). Occurrence dataset. https://ukraine.ipt.gbif.no/resource?r=parkhomenkoumybiodiversityarchives1&v=1.0	18
10.15468/3zh6td	c50195f6-da14-498b-8dd7-3841d43eb09d	Centrale Eolienne des Ailes de Foulzy - DEPOBIO_Les_Ailes_de_Foulzy		18
10.15468/3sj48v	c9198eaf-f909-4502-9bcd-4e83452fb245	Species monitoring and inventories SICONA, Recorder-Lux database	SICONA, National Museum of Natural History Luxembourg (2024). Species monitoring and inventories SICONA, Recorder-Lux database. Version 1.8. National Museum of Natural History, Luxembourg. Occurrence dataset. https://gbif.mnhn.lu/ipt/resource?r=gbif_species_inventories_sicona&v=1.8	18
10.15468/waayub	d5dc3064-7ae1-4e69-b108-64d51a05eb44	Seguimiento de aves por guardas forestales de Bizkaia - Sistema de Información de la Naturaleza de Euskadi		18
10.15468/2mr2ww	e3461fee-9ad8-45f0-bc01-fb4efb29b384	Transfert de fichier de données naturalistes d'observateurs indépendants à l'Observatoire FAUNA-Données naturalistes de Nathanaël LASSERRE		18
10.15468/7tfv5w	e5fbba11-e202-4303-bdf3-6d9a35c31062	JDD observateurs -Observations opportunistes de Zucca Maxime		18
10.15468/rp3vme	f6ae547f-2dc3-44be-973d-5839b3de38ff	Species of flora and fauna in the middle part of the Hirskyi Tikych river basin	Bubela O, Ilminska L (2021): Species of plants and fungi in the middle part of the Hirskyi Tikych river basin. v1.0. Ukrainian Nature Conservation Group (NGO). Dataset/Occurrence. https://gbif.univer.kharkov.ua/resource?r=cherkasyplants1&v=1.0	18
10.15468/vfew3b	0c7bfc03-a631-46b1-a451-26c8e01bbf66	CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes de DUSOULIER François		17
10.15468/f5kkgs	28c58591-3564-4a1c-b088-9a96d3d7b884	données opportunistes générales Environat-observation opportuniste association environat		17
10.15468/dan43f	2e56c243-5ee9-49f4-ad49-039367fa605a	Données de la Réserve Naturelle Nationale de Chérine (36) - Données RNN Chérine  2020		17
10.15468/hxnuy6	533e8bc0-925e-11da-8900-b8a03c50a862	Upper Silesian Museum, Bird Observations	Betleja J (2017). Upper Silesian Museum, Bird Observations. Upper Silesian Museum, Bytom. Occurrence dataset https://doi.org/10.15468/hxnuy6 accessed via GBIF.org on 2022-12-14.	17
10.15468/e9wwmk	623f1dcd-d88e-42a7-aa80-f9b3a8c9e345	Transfert de fichier de données naturalistes d'observateurs indépendants à l'Observatoire FAUNA-Données naturalistes de Christophe CHAMBOLLE		17
10.15468/656841	64a043b0-6bd4-44bd-a6d5-8e5f472fbe3d	SILENE-FAUNE-PACA - Yoann_BLANCHON_2017_12_18		17
10.15468/vjx92v	8553909b-3100-451d-833f-823fed798dc8	2021_Réserve Naturelle de Camargue_1		17
10.15468/jjazaz	9de29fd5-0a9d-4afa-a9d8-81c2f4b22665	CLICNAT- Base de données naturaliste picarde-Données de terrain du CPIE des Pays de l'Aisne		17
10.15468/kwqaay	a307e4d7-1de2-4adc-95d5-a0a8d5f57236	Natural History Museum Rotterdam - Specimens		17
10.15468/udvz8p	ef4f3c71-33fc-4abf-860a-d046b609338b	R44_ZNIEFF_CA_ODONAT_Donnees_Benevoles_2021		17
10.15468/9yqq93	f6861927-f5cb-4d82-8645-580b1d2cb4d3	Notes on biodiversity of Ukraine, Slovak Republic, Uzbekistan and Turkiye	Drohvalenko M, Korshunov O, Marushchak O (2024). Notes on biodiversity of Ukraine, Slovak Republic, Uzbekistan and Turkiye. Version 1.1. Ukrainian Nature Conservation Group (NGO). Occurrence dataset. https://ukraine.ipt.gbif.no/resource?r=biodiversitykharkivkorshunovdrohvalenko&v=1.1	17
10.15468/8bnj8w	11a766da-b259-4bfb-9ee1-9b53c3d53a96	Transfert de fichier de données naturalistes d'observateurs indépendants à l'Observatoire FAUNA-Données naturalistes de Julien BARITEAUD		16
10.15468/gk4jvr	1dcfb37e-2288-4105-80d5-530e2c98d2a4	Système d'Information sur la Nature et les Paysages d'Ile de France - Données sensibles (ou cachées par les observateurs) de la base de données Île-de-France		16
10.15468/fs23ut	24226bde-c796-406e-965f-c60709e11c73	Observations naturalistes hors étude réalisées par les organismes utilisant la base de données Kollect Nouvelle-Aquitaine-Observations faunistiques hors étude réalisées par le CEN Nouvelle-Aquitaine		16
10.15468/dwyoas	49e2373b-a93a-4943-ae4b-92d54f30971b	Données du Parc national des Cévennes - Inventaire et suivis d'espèces dans le Parc national des Cévennes		16
10.15468/p5rupv	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	Museum of Comparative Zoology, Harvard University	Museum of Comparative Zoology, Harvard University (2016): Museum of Comparative Zoology, Harvard University.  Dataset/Occurrence. http://digir.mcz.harvard.edu/ipt/resource?r=mczbase doi:10.15468/p5rupv	16
10.15468/4u2652	646daa81-9b48-445a-9eba-56f73192f647	Species of plants, fungi and animals from separate territories of Podesinnia	Danko A, Buzunko P (2022): Species of plants, fungi and animals from separate territories of Podesinnia. v1.3. Ukrainian Nature Conservation Group (NGO). Dataset/Occurrence. https://gbif.univer.kharkov.ua/resource?r=podesinniafloraandfaun1&v=1.3	16
10.15468/pydmxb	7784439c-1f47-4494-b822-f85ba5757f64	Some observations of the biodiversity of birds during 2016-2023 on the territory of Ukraine	Dupak V (2024). Some observations of the biodiversity of birds during 2016-2023 on the territory of Ukraine. Version 1.3. Ukrainian Nature Conservation Group (NGO). Occurrence dataset. https://ukraine.ipt.gbif.no/resource?r=birdsuadupakv1&v=1.3	16
10.15468/bsbtam	818b61fe-8c37-4c49-83f8-fa710cfdbb81	CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes de Benoit MARTHA		16
10.15468/hqrtbv	8be43f9b-52e7-47d4-be3e-dbcc066d70ab	WFVZ Bird Collections	Western Foundation of Vertebrate Zoology (WFVZ)	16
10.15468/e7k7av	8db4eb95-cc4e-4297-ad78-b0199fbad94e	Comptage décadaires oiseaux d'eau des Espaces protégés (LPO France) - Comptage décadaires | RNN Baie de l'Aiguillon		16
10.15468/qn6jaa	96678e90-f762-11e1-a439-00145eb45e9a	Collection Aves (bird skins) SMF		16
10.15468/ej4564	a7f77a17-72f1-4d76-8e7f-ccd81fcb428e	2017_Yoann BLANCHON_2		16
10.15468/kqktar	a809d28c-110c-43c5-98d4-67b92951f9a5	Système d'Information sur la Nature et les Paysages d'Ile de France - Données du naturaliste ducourneau philippe provenant de la base de donnée du SINP Île-de-France CETTIA		16
10.15468/0bpalr	b7ec1bf8-819b-11e2-bad2-00145eb45e9a	Animal Sound Archive		16
10.15468/g3k5au	c6d289cc-62ee-46e1-9367-515092eed533	Données du Parc national des Pyrénées - Observations occasionnelles Parc national des Pyrénées		16
10.15468/9ekne5	f7adbd9b-4567-48ea-9630-f3d62a8c7e1d	2022_Réserve Naturelle de Camargue_1		16
10.15468/6rv4jk	06277cc0-7cea-4092-a19f-d5312823bdb1	Transfert de fichier de données naturalistes d'observateurs indépendants à l'Observatoire FAUNA-Données naturalistes de Imanol Amestoy		15
10.15468/cyj4wp	416a8691-27c5-4204-aa96-10d2e9e41386	Regroupement d'études et inventaires-Comptage Oiseaux d'eau		15
10.15468/dpq7xy	5458f3ad-22b6-4908-a597-1b82e7e075ae	AC Ludon - Inventaire des oiseaux		15
10.15468/ku2f82	67fabcac-a638-40a6-9bea-aeca8aced9f1	"Danish government nature monitoring portal ""Danmarks Miljøportals Naturdatabase"	"Kjeldsen K H (2020). Danish government nature monitoring portal ""Danmarks MiljÃ¸portals Naturdatabase. Miljøstyrelsen / The Danish Environmental Protection Agency. Occurrence dataset https://doi.org/10.15468/ku2f82 accessed via GBIF.org on 2024-11-26."	15
10.15470/m5ic1c	792ec010-bfd7-4cae-b05e-8ad1553bac9e	Citacions biodiversitat Espais Naturals Protecció Especial	Generalitat de Catalunya . (2022): Citacions biodiversitat Espais Naturals Protecció Especial. v1.0. Generalitat de Catalunya. Dataset/Occurrence. https://doi.org/10.15470/m5ic1c	15
10.15468/d5tdxh	8658262c-f762-11e1-a439-00145eb45e9a	Academy of Natural Sciences of Philadelphia Ornithology Collection	Rice N (2025). Academy of Natural Sciences of Philadelphia Ornithology Collection. Version 1.74. Academy of Natural Sciences. Occurrence dataset. http://ans-collectweb.ansp.org:8080/ipt-2.7.7/resource?r=ansp_orn_collection&v=1.74	15
10.15468/8dxwmu	9fd8e0a3-5df0-4125-9643-58ca6bc52cb7	Museon Aves Collection		15
10.15468/she3lx	d53f3b70-2fe9-11de-816f-b8a03c50a862	National System of Protected Areas in Poland - Animals	Tworek S (2017). National System of Protected Areas in Poland - Animals. Institute of Nature Conservation, Polish Academy of Sciences. Occurrence dataset https://doi.org/10.15468/she3lx accessed via GBIF.org on 2022-12-14.	15
10.15468/7s25u2	e36d36cd-523f-4e73-b903-cf03f9bd5e19	CA des structures-Observations opportunistes de la structure : ANVL		15
10.15468/ys8f97	f1514652-190e-4f35-95cd-752672e8f6cb	Records of flora and fauna mainly from Left-Bank Ukraine made in 2023	Drohvalenko M (2024). Records of flora and fauna mainly from Left-Bank Ukraine made in 2023. Version 1.1. Ukrainian Nature Conservation Group (NGO). Occurrence dataset. https://ukraine.ipt.gbif.no/resource?r=faunafloradrohvalenko1&v=1.1	15
10.15468/a685qu	04acf75f-5b3d-4b4b-832e-b661660ac9ba	Parc éolien d’Andilly-les-Marais - Données biodiversité		14
10.15470/2jjvct	1b904099-fc6e-4824-b72e-d93574090354	Censo de aves acuáticas nidificantes de la Comunidad Autónoma del País Vasco	Censo de aves acuáticas nidificantes de la Comunidad Autónoma del País Vasco. Eusko Jaurlaritza-Gobierno Vasco	14
10.15468/bffjd3	1ee775b1-fa29-468a-b284-1464569a32c7	Données de l'association Eure-et-Loir Nature-Données Eure-et-Loir Nature - 2021		14
10.15468/skcono	264e6a66-9c9e-4115-9aec-29d694c68097	NHMO Bird collection	Lifjeld J T, Johnsen A, Johannessen L E, Bjerke B A (2025). NHMO Bird collection. Version 1.292. University of Oslo. Occurrence dataset. https://corema.ipt.gbif.no/resource?r=birds&v=1.292	14
10.15468/o1okcz	71577ce3-32ea-4cf7-8046-b8ed4e098ffc	North East Scotland Birds (1883-2010)		14
10.15468/jr7mwe	7c5c665a-16b2-40a4-840f-3a030de9d65f	Cadre d'acquisition personnel de Clément Cathy-Jeu de données personnel de Clément Cathy		14
10.15468/e72fcp	85fb0922-6e33-4b7f-a224-e1f5107389a9	2022_Amis des Marais du Vigueirat_3		14
10.15468/fz9vti	ab3441d1-6e2c-4e39-b2c4-fabf017b45ed	CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes de Pierre DUFRENE		14
10.15468/kcyk9b	e2a64744-6cb5-4b31-9a17-ec1e92b5e4d4	Observations of mammals, birds, reptiles and amphibians of the Krasnokutsk territorial commune (hromada), Kharkiv region, Ukraine	Brusentsova N, Bondarenko Z, Biatov A, Prylutskyi O, Viunnyk V, Shumilova A (2023). Observations of mammals, birds, reptiles and amphibians of the Krasnokutsk territorial commune (hromada), Kharkiv region, Ukraine. Version 1.2. Slobozhanskyi National Nature Park. Occurrence dataset. https://ukraine.ipt.gbif.no/resource?r=vertebrata_krasnokutsk23&v=1.2	14
10.15468/topfnj	e636f148-49b7-4774-b17e-d41bd3d1b63f	Système d'Information sur la Nature et les Paysages d'Ile de France - Données naturalistes hors Île-de-France saisies dans Cettia-idf		14
10.15468/4hdb29	f3fc1331-13e8-4d08-a629-79115ecd0ff9	The occurrences of the Scientific Bulletin of Natural Sciences (Biological Sciences)	Skobel N (2025). The occurrences of the Scientific Bulletin of Natural Sciences (Biological Sciences). Version 1.2. Kherson State University. Occurrence dataset. https://ukraine.ipt.gbif.no/resource?r=alm&v=1.2	14
10.15468/tztksj	f7d39b6d-78a7-4bd4-abec-302275ebe96a	Données de l'association Nature 18 - Données faune Nature 18 - 2018		14
10.15468/go0am7	fdf5cc60-9fcc-11da-a90c-b8a03c50a862	Bird Collection of Museum and Institute of Zoology PAS	Iwan D (2017). Bird Collection of Museum and Institute of Zoology PAS. Museum and Institute of Zoology, Polish Academy of Sciences. Occurrence dataset https://doi.org/10.15468/go0am7 accessed via GBIF.org on 2022-12-14.	14
10.15468/84cs3r	18d99191-3386-4787-ab1d-95a2e5126558	Animals of Ukrainian Slobozhanshchina and Polissia	Parkhomenko V (2022): Animals of Ukrainian Slobozhanshchina and Polissia. v1.2. Ukrainian Nature Conservation Group (NGO). Dataset/Occurrence. https://gbif.univer.kharkov.ua/resource?r=faunaparchomenko1&v=1.2	13
10.15468/mp37kf	3c2eb73a-82c8-4373-956f-1cb9473f76ba	Natuurmuseum Brabant, Tilburg - Vertebrates		13
10.15468/lumhp1	3db52012-62cf-40bf-822e-f59466139e3c	Système d'Information sur la Nature et les Paysages d'Ile de France - Données de la structure Agrenaba (Association de Gestion de la Réserve naturelle de la Bassée) provenant de la base de donnée du SINP Île-de-France CETTIA		13
10.15468/9z7nmf	4339d3d2-e6e1-498a-8ac2-7a11ea16f2ce	Transfert de fichier de données naturalistes d'observateurs indépendants à l'Observatoire FAUNA-Données naturalistes de Florian PAPON		13
10.15468/2ccdre	4e3e00d6-6a60-401d-af5a-1a4816755f72	SILENE-FAUNE-PACA - Parc_National_du_Mercantour_2017_12_18		13
10.15468/2razk5	68ad7ec2-0f89-4d32-9ad2-650c88899eb8	Yorkshire Wildlife Trust - Non-sensitive records from all taxonomic groups		13
10.15468/77rmwd	7a25f7aa-03fb-4322-aaeb-66719e1a9527	LACM Vertebrate Collection		13
10.15468/hyxdn3	7cab6ee5-9d79-41c7-839b-c5951ac2cf72	Caldesia : base de données naturaliste du Parc naturel régional de la Brenne - PNR Brenne - Données Caldesia au 15/12/2019.		13
10.15468/8xpbud	7e0141c5-55ed-4210-b693-2bff3f6b5546	Caldesia : base de données naturaliste du Parc naturel régional de la Brenne-PNR Brenne - Données Caldesia 2020-2021		13
10.15468/fcp87c	993982f8-3883-435d-af0a-4b3fdd9a0295	Nigerian Bird Atlas Project (Adhoc Records)	Danmallam B A, Brooks M, Kumdet P S, Iniunam I A, Kazeh N W, Tende T, Chaskda A A, Ottosson U, Ivande S T (2022): Nigerian Bird Atlas Project (Adhoc Records). v1.41. A.P. Leventis Ornithological Research Institute (APLORI). Dataset/Occurrence. http://aduipt.uct.ac.za:8080/ipt-2.3.2/resource?r=nibap&v=1.41	13
10.15468/q6u77h	d314ee94-9f18-4710-8f97-c961de0cfcf9	CA des structures-Observations opportunistes de la structure : PNR Haute Vallée de Chevreuse		13
10.15468/30bwhs	0411f349-bbe6-4e47-969e-f06d2d07779d	SILENE-FAUNE-PACA - DDT05_2017_12_18		12
10.15468/yzzqjv	06ba8a7e-717c-48a2-ab4a-23d49ab4ca95	Transfert de fichier de données naturalistes d'observateurs indépendants à l'Observatoire FAUNA-Données naturalistes de Tim DAVID		12
10.15468/tjxppw	120f229c-7313-4a85-8687-f3fdced194e2	La Crouzette		12
10.15468/juhcmp	125d51cb-a433-4065-9da7-046e5a6ae78b	RN59 - Déviation de Châtenois - Inventaires Faunistiques : études antérieures - RN59 Déviation de Châtenois		12
